Id,Label,Type
742,Fraser & Co.,0
743,Frederick Hutch & Co.,0
747,Fredrick Braby and Co. Limited,0
748,Fredrick McKenna & Co.,0
749,Fredrick Parbury & Co.,0
750,Fredrick Youle & Co.,0
751,Freehold Cottage Dwellings Company Limited,0
752,Friends Provident Institution,0
753,Frith Sands & Co.,0
754,Frontino and Bolivia Gold Mining Company Limited,0
755,"Fry, James & Co.",0
756,"Fuller, Banbury, Nix and Mathieson",0
757,Furness Railway Company,0
758,Fylde Waterworks Company,0
759,G. & A. Worms,0
760,G. & G. Powell,0
761,G. & J. Morton,0
762,G. & J. Primavesi,0
763,G.G.Sandeman & Sons,0
764,G.N. Strawbridge & Jones,0
765,Grand Junction Canal Company,0
766,Grand Junction Waterworks Company,0
767,Grand Trunk Railway Company of Canada,0
768,Gas and Coke Company Hastings,0
769,Gas Light and Coke Company,0
770,Langham Hotel Company Limited,0
771,"Gas Purification and Chemical Company Limited ",0
772,Gateshead Gas Company,0
773,Gellibrand & Co.,0
774,Gelling's Iron Foundry Company Limited,0
775,"Genaral Reversionary and Investmant Company ",0
776,General Credit and Discount Company Limited,0
777,General Hailstrom Insurance Society,0
778,General Land Drainage and Improvement Company,0
779,General Life and Fire Assurance Company,0
780,General Mining Association Limited,0
781,General Property Investment Association,0
782,General Reversionary and Investment Company,0
783,General Steam Navigation Company,0
784,Generel Ice Factory Company Limited,0
785,George Burnand & Co.,0
786,George Cosfiels  & Co.,0
787,George Crabee & Co.,0
788,"George Harrish & Sons ",0
789,George Henderson & Co.,0
790,George Hose and Co.,0
791,Georgetown Gas Company Limited,0
792,German Bank of London Limited,0
793,German Union Telegraph and Trust Company Limited,0
794,Gerrard's Cross Bucks,0
795,"Gibson & Clark Glasgow ",0
796,Gilmour & Co.,0
797,Gilmour Rankin Strang & Co.,0
798,Giona Sulphur Company Limited,0
799,Girls Public Day School Company Limited,0
800,Girvan and Portpatrick Junction Railway Company,0
801,Glaciarum and Leo Manufacture Company,0
802,Gladstone & Co.,0
803,Glamorganshire Banking Company,0
804,Glasgow and Ibrox Tramway Company Herritalbe roperties Limited,0
805,Glasgow and South Western Railway Company,0
806,Glasgow Board Standard Fire Office Limited,0
807,Glasgow Caradon Consolidated Copper Mining Company Limited,0
808,Glasgow Heritable Securities Company Limited,0
809,Glasgow Life Assurance Company,0
810,Glasgow Royal Exchange Company Union Bank of Scotland,0
811,Glasgow Storage Company Limited,0
812,Glasgow Tramway and Omnibus Company Limited,0
813,"Glastonbury, Somerset Chairman West Somerset Railway Company",0
814,Globe Marine Insurance Company Limited,0
815,Globe Telegraph and Trust Company Limited,0
816,Gloucestershire Banking Company,0
817,Gloucestershire Gas Light Company,0
818,Gloucestershire Railway Company,0
819,Gloucestershire Wagon Company Limited,0
820,"Glyn, Mills, Currie & Co.",0
821,Gold Run Hydraulic Mining Company Limited,0
822,Goole Steam Shipping Company Limited,0
823,"Gordon, Woodroffe & Co",0
824,Gorsedda and Mullyn lead Mining Company,0
825,Gorsedda Junction and Portmadoc Railways Company,0
826,Goschen & Co.,0
827,Gothenburg Tramway Company,0
828,Governments Stock Investment Company Limited,0
829,Gower & Co. Merchants,0
830,Goyenche & Co.,0
831,Grahames Crum & Spens,0
832,Grand Canal Company,0
833,Grand Hotel Company Scarborough Limited,0
834,"Grand Junction Canal Company ",0
835,Grand Junction Waterworks Company,0
836,Grand Norfolk Trunk Railway Company,0
837,Grand Trunk Railway Company of Canada,0
838,Granite and Slate Works,0
839,Gray's Inn,0
840,Great Britain Fire Insurance Company,0
841,Great Britain Mutual Life Assurance Society,0
842,Great Eastern Railway Company,0
843,Great Holloway Lead Company Limited,0
844,Great Indian Peninsula Railway Company,0
845,Great Laxey Mining Company Limited,0
846,Great North of Scotland Railway Company,0
847,Great Northern and Western Railway Company,0
848,Great Northern Railway Company,0
849,Great Southern and Western Railway Company,0
850,Great Southern Mining Company Limited,0
851,Great Western Hotel Company Birmigton,0
852,Great Western Railway Company,0
853,Great Western Railway Company of Canada,0
854,Greenback Alkali Works Company Limited,0
855,Greenhithe Chalk Works Company Limited,0
856,Greenock and Wemyss Bay Railway Company,0
857,Greg & Co.,0
858,Gresham Life Assurance Society,0
859,Griffin Siver Lead Mining Company Liimited,0
860,Griven and Port Patrick Junction Railway Company,0
861,Grogwinian Lead Mining Company Limited,0
862,Grosvenor and West End Railway Terminus Hote Company Limited,0
863,Ground Rents Securities Association Limited,0
864,"Grove Ledge, Winkfield Berks Direct United States Cable Company Limited",0
865,Guarantee Association of Scotland Limited,0
866,Guarantee Society and Submarine Telegraph Company,0
867,Guarantee Society and the Star life Assurance Society,0
868,Guardian Fire and Life Assurance Company,0
869,Guardian Plate Glass Insurance Company Limited,0
870,Guernsey Steam Tramway Company Limited,0
871,"Guion & Co., Merchants",0
872,Gunston Sons & Co.,0
873,"H and S Barker and Co, Limited",0
874,H Rance & Son,0
875,"H. Murney & Son, Belfast",0
876,H.B. Muir & Co.,0
877,H.S. Lefevre & Co.,0
878,H.Vigne & Sons,0
879,H. W. Eaton & Sons,0
880,Hackmondwike Gas Company,0
881,Hailstorm Insurance Company,0
882,Halcomb and Company Limited,0
883,Halesowen Railway Company,0
884,Halifax Joint Stock Banking Company,0
885,Halifax and Huddersfield Union Banking Company,0
886,Halifax Commercial Banking Company Limited,0
887,Hall and Company Limited,0
888,Hall Street Tramways,0
889,Hallamshire Steel and Fire Company Limited,0
890,Halstead Colliery Company Limited,0
891,Hamilton and North Western Railway Company,0
892,"Hammersmith Bridge Company ",0
893,London Cemetery Company,0
894,Hand-in-Hand Insurance Society,0
895,Harland & Wolff,0
896,Harries's Navigation Coal Company Limited,0
897,Harrison and Company Ltd,0
898,Harrow District Gas Company,0
899,"Harry Walker & Son ",0
900,Hartiepool Gas and Water Company,0
901,Harvills Hawthorn West Bromwich Staffordshire,0
902,Hastings and St Leonard’s Gas Company,0
903,Hawkins & Co.,0
904,Hay and Brecon Railway Company,0
905,Hayling Railway Company,0
906,Hayling Railway Company,0
907,Huyton and Roby Gas Company Limited,0
908,Hazle Slade Land and Building Society Limited,0
909,Hazzleton Conner & Co.,0
910,Heather Colliery Company,0
911,Heberlein Self Acting Railway Break Company,0
912,Heckmondwike Manufacturing Company Limited,0
913,Hedgefield House,0
914,Hen Valley Railway Company,0
915,Hendon Paper Works Company Limited,0
916,Henry Bath & Son Swansea,0
917,Henry Briggs Son & Co,0
918,Henry Denny & Sons Waterford and Limerick Railway Company,0
919,Henry Kendall & Sons,0
920,Henry Knight & Co.,0
921,Henry Riffle Barrel Engineering and Small Arms Co.,0
922,Henry Smith & Co,0
923,Henry White & Co,0
924,Henry Wiggin & Co,0
925,Henry Wilkinson And Co Limited,0
926,Hereford Hay and Brecon Railway Company,0
927,Heritable Investment Bank Limited,0
928,Heritable Property Association Limited,0
929,Heritable Securities and Mortgage Investment Association Limited,0
930,Hewett and Company Limited,0
931,Hibernian Joint Stock Company Bank,0
932,High Level Coal and Brick Company Limited,0
933,Highgate Dwelling Improvement Company Limited,0
934,Highland Railway Company,0
935,Hingston Down Consols Mining Company Limited,0
936,Hoare Miller & Co.,0
937,Holder & Co.,0
938,Holywood and Bangor Railway Company,0
939,Holywood Gas Company,0
940,Home and Colonial Marine Insurance Company Limited,0
941,"Honburs & Lloyd ",0
942,Hong Kong and China Gas Company Limited,0
943,Hong Kong and Shanghai Banking Corporaion,0
944,Horbury Junction Iron Company,0
945,Horley Bridge Property Company Limited,0
946,Hornachos Silver Lead Mining Company Limited,0
947,Horncastle Railway Company,0
948,Hornschos Silver Lead Mining Company Limited,0
949,Hornsey Gas Company,0
950,Horse Insurance Company Limited,0
951,Horseley Company Limited,0
952,House Property and Investment Company Limited,0
953,Hove Banking Company Limited,0
954,Howe Bridge Cotton Spinning Company Limited,0
955,Howe Machine Company Limited,0
956,Hoylake and Birkenhead Rail and Tramway Company,0
957,Hoylake and West Kirby Gas and Water Company Limited,0
958,Hoylake Railway and Tramway Companies,0
959,Huddersfield Banking Company,0
960,Hudson's Bay Insurance Company,0
961,"Hughes & Peevor ",0
962,Hughes's Locomotive and Tramway Engine works Limited,0
963,Hull Banking Company,0
964,Hull Disrtict Bank Limited,0
965,Hull Dock Company,0
966,Hull Exchange Company Limited,0
967,Hull Merchants Lighter Company Limited,0
968,Hull Pepole's Public House Company Limited,0
969,Hull Street Tramways Company,0
970,Hunasgeria Coffee Company Limited,0
971,Hunstanton and Southend Railway Company,0
972,Hunstanton and West Norfolk Railway Company,0
973,Hunwal Tea Company Limited,0
974,"Hutton Henry Coal Company ",0
975,Hyde and Glossop Bank,0
976,Hydes and Wigfull Limited,0
977,Ilen Valley Railway Company,0
978,Ilfracombe Hotel Company Limited,0
979,Ilkley Gas Company,0
980,Ilkley Wells Hydropathic Company,0
981,Imperial Bank Limited,0
982,"Imperial Continental Gas Association ",0
983,Imperial Credit Company Limited,0
984,Imperial Fire Insurance Company,0
985,Imperial Live Stock Insurance Association Limited,0
986,Imperial Marine Insurance Company Limited,0
987,Imperial Ottoman Bank,0
988,Imperial Property Company Limited,0
989,Imperial Tramways Company Limited,0
990,Imperial Union Accident Assurance Company Limited,0
991,Improved Industrial Dwellings Company Limited,0
992,Improved Wood Pavement Company Limited,0
993,Indemnity Mutual Marine Assurance Company,0
994,"India Rubber, Gutta-Percha and Telegraph Works Company Limited",0
995,Indo European Telegraph Company Limited,0
996,Inman Steamship Company Limited,0
997,Inns of Court Hotel Limited,0
998,International Bank of Hamburg and London Limited,0
999,International Financial Society Limited,0
1000,International Marine Insurance of Liverpool,0
1001,Ionian Bank,0
1002,Irnus of Court Hotel Limited,0
1003,Irrawaddy Flotilla Company Limited,0
1004,Isaac & Samuel Limited,0
1005,Isle of Man Banking Company Limited,0
1006,"Isle of Man Steampacket Company ",0
1007,Isle of Wight Railway Company,0
1008,Ismay & Co.,0
1009,Italian Sulphur Company Limited,0
1010,J H Rayner & Co.,0
1011,J H Schroder & Co.,0
1012,J J Macomb & Co.,0
1013,J. & W. J. McMaster,0
1014,J. and J Crombie,0
1015,J. Taylor & Sons,0
1016,J. Vanner & Sons,0
1017,J.B.& R Hutchinson,0
1018,"J.Bingham & Co. ",0
1019,J.C.Im. Thurn & Sons,0
1020,J.P. Westhead and Company Limited,0
1021,J.Q. Henriques & Co.,0
1022,J.R. Thomson & Co.,0
1023,J.S. Morgan & Co.,0
1024,J.T. Taylor and Co.,0
1025,Jabez & Fildes Quiltin,0
1026,James & Fredrick Howard,0
1027,James Ackroyd and Sons Limited,0
1028,James Capel & Co.,0
1029,James Finlay & Co,0
1030,James Lindsay & Son,0
1031,James Lyall & Co.,0
1032,James Spicer & Sons,0
1033,James Wylley & Co.,0
1034,"Janson, Cobb & Pearson",0
1035,"Jardian, Skinner and Co.",0
1036,Jared Terrett Hunt and Son Limited,0
1037,"Jarvis & Jarvis ",0
1038,Javali Company Limited,0
1039,Jem & Docker,0
1040,Kilkenny Junction Railway Company,0
1041,John & Co.,0
1042,John A Sellar & Co.,0
1043,John Abbot and Company Limited,0
1044,John and Charles Longbourne,0
1045,John and Maine Railway Company,0
1046,John and Robert Grant,0
1047,John Arnott and Co.,0
1048,John Bannall and Sons Limited,0
1049,John Brooke & Sons,0
1050,John Brown and Company Limited,0
1051,John C Rutter & Son,0
1052,John Crossley and Sons Limited,0
1053,John Currie & Co.,0
1054,John Edler & Co.,0
1055,John Harrison and Co. Limited,0
1056,John Hubbard & Co.,0
1057,John Lidgett and Sons,0
1058,John Mackillop & Co.,0
1059,John Musgrave & Sons,0
1060,John Petrie & Co.,0
1061,John Pound & Co.,0
1062,John Round and Son Limited,0
1063,John Robert Thomson & Co.,0
1064,John Russell and Co.,0
1065,"John Taylor & Sons ",0
1066,John Wood & Bros Limited,0
1067,Johnson's Saccharam Company Limited,0
1068,Pirmin and Sons Limited,0
1069,"Jonas, Simonsen & Co.",0
1070,Jorehant Tea Company Limited,0
1071,Jos C. Gamble & Son,0
1072,Joseph Quick and Son,0
1073,Joseph Rodgers and Sons Limited,0
1074,Joseph Sebag & Co.,0
1075,Joseph Westley & Sons,0
1076,Jourdain & Co.,0
1077,Jun Dugdlae and Bros,0
1078,Keighley and Worth Valley Railway Company,0
1079,Kelham Rolling Mills Company,0
1080,Kelly & Co.,0
1081,Kelvin Valley Railway Company,0
1082,Kendal Auction Mart Company Limited,0
1083,Kent Fire Insurance Company,0
1084,Kent Life Assurance and Annuity Institution or Company Ltd,0
1085,Kent Water Works Company,0
1086,Keswick Hotel Company Limited,0
1087,"Kettering,Tharapston and Huntingdon Railway Company",0
1088,"Kinahan & Co., Dublin and London",0
1089,Kinahan & Sons,0
1090,King Lynn Dock Company,0
1091,King William-street E.C,0
1092,Kings Lynn Dock Company,0
1093,Kingston and Eardisely Railway Company,0
1094,Kirkcaldy Gas Light Company,0
1095,Knaresborough and Clare Banking Company,0
1096,"Knot Mill Ironworks ",0
1097,Kopf's Extract of Meat Company Limited,0
1098,Lancashire Insurance Company,0
1099,Ladywell Mining Company Limited,0
1100,Lahore and Capledrae Cannel Coal Company Limited,0
1101,Lake Erie and Western Railford Company,0
1102,Lambeth Baths and Washhouse Company Limited,0
1103,Lambeth Waterworks Company,0
1104,Lambton & Co.,0
1105,Lancashire and Steam Power Company,0
1106,Lancashire and Yorkshire Accident Insurance Company Limited,0
1107,Lancashire and Yorkshire Bank Limited,0
1108,Lancashire and Yorkshire Railway Company,0
1109,Lancashire and Yorkshire Wagon Company Limited,0
1110,Lancashire Bank of the River Plate Limited,0
1112,Lancashire Coal Company Limited,0
1113,Lancashire Cotton Spinning Company Limited,0
1114,Lancashire Iron Company Limited,0
1115,Lancaster Banking Company,0
1116,Lancaster Shipowners Company Limited,0
1117,Lanchcashire and Yorkshire Railway Company,0
1118,Land and Finance Company Limited,0
1119,Land and Investment Company of Ireland Limited,0
1120,Land Mortgage Bank of Australian Chartered Bank,0
1121,Land Mortgage Bank of India Limited,0
1122,Land Mortgage Bank of Victoria Limited,0
1123,Land Securities Company Limited,0
1124,Landed Estate Company Limited,0
1125,Lands Improvement Company,0
1126,Landywell Mining Company,0
1127,Lang & Co.,0
1128,Langdale's Chemical Company Limited,0
1129,Langdon and St. Kathirine Docks Company,0
1130,Langham District Railway Company,0
1131,Larne and Carrickfergus Central Railway Company,0
1132,Larne and Stranraer Steamboat Company,0
1133,Laurie and Marner Limited,0
1134,Law Court Chambers Company Limited,0
1135,Law Fire Insurance Society,0
1136,Law Fire Insurance Society,0
1137,Law Life Assurance Society,0
1138,Law Reversionary Interest Society,0
1139,Law Union Fire and Life Insurance Company,0
1140,Lawes Chemical Manure Company Limited,0
1141,Lawson Seed and Nursery Company Limited,0
1142,Lea Bridge District Gas Company,0
1143,Lead Era Mining Company Limited,0
1144,Leadhills Silver Lead Mining and Smelting Company Limited,0
1145,Leamington Priors and Warwickshire Bank,0
1146,Leamington Priors Gas Company,0
1147,Learoyd & Peace,0
1148,Leasehold Investment Company Limited,0
1149,Lebong Tea Company Limited,0
1150,Leeds and Country Bank Limited,0
1151,Leeds and Liverpool Canal and Douglas Navigation Company,0
1152,Leeds Tramways Company,0
1153,Lefroy and Sheppard,0
1154,Legal and General Life Assurance Society,0
1155,Leicester Tramway Company,0
1156,Leicestershire Banking Company,0
1157,Leipzig Tramways Company Limited,0
1158,Leith Heritages Company Limited,0
1159,Lemberg Czernowitz Jass Railway Company,0
1160,"Lenox, Nephew & Co.",0
1161,Leominster and Kington Railway Company,0
1162,Lesmahagow Railway Guarantee Company,0
1163,Lewes and East Grinstead Railway Company,0
1164,"Lewis, Munns & Longden ",0
1165,Libiola Copper Mining Company,0
1166,Liebig's Extract of Meat Company Limited,0
1167,Life Association of Scotland,0
1168,Lima Railways Company Limited,0
1169,Limerick and Kerry Railway Company,0
1170,Limerick Gas Company,0
1171,Santa Barbara Gold Mining Company,0
1172,Limmer Asphalt Paving Company Limited,0
1173,Linares Lead Mining Company Limited,0
1174,Lincoln and Lindsey Banking Company,0
1175,Lincoln Corn Exchange and Market Company,0
1176,Lincoln Laundry Company,0
1177,Lincoln Manufacturing Company Limited,0
1178,Lincoln Wagon and Engine Company Limited,0
1179,Lincoln's Inn,0
1180,Lindal and Ore Company Limited,0
1181,Liners Lead Mining Company Limited,0
1182,Linoleum Manufacturing Company Limited,0
1183,Lion Brewery Company Limited,0
1184,Lismore and Fermoy Railway Company,0
1185,Liverpool Adelphi Hotel Company Limited,0
1186,Liverpool and District General Omnibus Company Limited,0
1187,Liverpool Board Lancashire insurance Company,0
1188,Liverpool Commercial Banking Company Limited,0
1189,Liverpool Exchange Railway,0
1190,Liverpool North Shore Flour and Rice Mill Company Limited,0
1191,Liverpool Queen Insurance Company,0
1192,Liverpool Steam Tug Company,0
1193,Liverpool Storage Company Limited,0
1194,Liverpool Union Bank,0
1195,Liverpool United Gas Light Company,0
1196,Liverpool United Tramways and Omnibus Company,0
1197,Llanberis Slate Company Limited,0
1198,Llanelly Railway and Dock Company,0
1199,Llangollen and Corwen Railway Company,0
1200,Llannelly Railway and Dock Company,0
1201,Llantrisant and Traff Vale Junction Railway Company,0
1202,Lloyds Banking Company Limited,0
1203,Llynfi and Ogmore Railway Company,0
1204,Lochgelly Iron and Coal Company Limited,0
1205,Lochorn and Capledrae Coal Company Limited,0
1206,Lockhart & Hans,0
1208,London and Blackwall Railway Company,0
1209,London and California Mining Company Limited,0
1210,London and Cemetery Company,0
1211,London and Country Land and Building Company Limited,0
1212,London and County Banking Company,0
1213,London and Edinburgh Company,0
1214,London and Edinburgh Shipping Company,0
1215,London and General Cab Company Limited,0
1216,London and General Water Purifying Company Limited,0
1217,London and Glasgow Boards of the Standards Fire Office Limited,0
1218,London and Glasgow Engineering and Iron Shipbuilding Company Limited,0
1219,London and Greenwich Railway Company,0
1220,London and Hanseatic Bank Company,0
1221,London and Lancashire Fire Insurance Company,0
1222,London and Lancashire Life Assurance Company,0
1223,London and Land and Building Company Limited,0
1224,London and Lisbon Cork-Wood Company Limited,0
1225,London and Monmouth Railway Company,0
1226,London and North Western Railway Company,0
1227,London and Oriental Banking Company,0
1228,London and Provincial Bank Limited,0
1229,London and Provincial Horse and Carriage Insurance Co.,0
1230,London and Provincial Law Assurance Society,0
1231,London and Provincial Marine Insurance Company,0
1232,London and Provincial Wood Paving Company Limited,0
1233,London and River Plate Bank Limited,0
1234,London and San Francisco Bank Limited,0
1235,London and South California Mining Company Limited,0
1236,London and South Western Bank Limited,0
1237,London and South Western Railway Company,0
1238,London and St Katherine Docks Company,0
1239,London and Westminster Bank,0
1240,London and Yorkshire Bank Limited,0
1241,London Assurance Company Limited,0
1242,London Assurance Corporation,0
1243,London Joint Stock Bank,0
1244,London Bank of Mexico and South America Limited,0
1245,London Bank of Utah Limited,0
1246,London Banking Association Limited,0
1247,London Board Thames and Mersey Marine Insurance Company Limited,0
1248,London Chartered Bank of Australia,0
1249,London Commercial Banking Company of Sydney,0
1250,London East India and Colonial Life Assurance Company Limited,0
1251,London Financial Association Limited,0
1252,London Gas Light Company,0
1253,London General Omnibus Company,0
1254,London Guarantee and Accident Company Limited,0
1255,London Life Association,0
1256,London Mercantile Bank of Sydney,0
1257,London Necropolis and National Mausoleum Company,0
1258,London Platino Brazilian Telegraph Company Limited,0
1259,London Real Property Company Limited,0
1260,London Reversionary Interest Society,0
1261,"London Small Poperty Trust Limited ",0
1262,London Steamboat Company Limited,0
1263,"London Street Tramways Company  ",0
1264,London Taverns Company Limited,0
1265,London Tilbury and Southend Railway Company,0
1266,London Tramways Company,0
1267,Londonderry and Enniskillen Railway Company,0
1268,Londonderry and Lough Swilly Company,0
1269,Londonderry Central Railway Company,0
1270,Longton Adderley Green and Bucknall Railway Company,0
1271,Longwood Gas Company,0
1272,Lonodn Small Property Trust Limited,0
1273,Lossiemouth Harbour Company,0
1274,Lostwithiel and Forey Railway Company,0
1275,Louth and East Coast Railway Company,0
1276,Louth and Lincoln Railway Company,0
1277,Lower Assam Company Limited,0
1278,Lower Medway Company,0
1279,Lowestoft Water Gas and Market Company,0
1280,Lowther Hemitable Iron Company Limited,0
1281,Lowwood Gunpowder Company Limited,0
1282,Lua Level Mining Company Limited,0
1283,Luckimpore Tea Company of Assam Limited,0
1284,Lucy and Townshend,0
1285,Lusitanian Mining Company Limited,0
1286,Lynn and Fakenham Railway Company,0
1287,Lyon Insurance Company Limited,0
1288,M. Oldroyd and Sons Limited,0
1289,"Macclesfield, Bollington and Marple Railway Company",0
1290,Macdonals & Co.,0
1291,"Macfarrline, Strang & Co.",0
1292,Machine Compus Limited,0
1293,Mackenzie & Black,0
1294,"Mackie Davidsonm & Glad Stone ",0
1295,MacSwiney and Company Limited,0
1296,Madras Irrigation Canal Company,0
1297,Madras Railway Company,0
1298,Madrid and Zaragoza Railway Company,0
1299,Maidstone Gas Company,0
1300,Malmesbury Railway Company,0
1301,Malta and Mediterranean Gas Company Limited,0
1302,Malton Farmer Manure and Trading Company Limited,0
1303,Mancha & Co.,0
1304,Manchester and County Bank Limited,0
1305,Manchester and Liverpool District Banking Company,0
1306,Manchester and London Fire Insurance Company Limited,0
1307,Manchester and Milford Railway Company,0
1308,Manchester and Salford Bank,0
1309,Manchester Carriage Company Limited,0
1310,Manchester Commercial Building Company Limited,0
1311,Manchester Fire Assurance Company,0
1312,Manchester Real Property Company Limited,0
1313,Manchester Reform Club Buildings Company Limited,0
1314,Manchester Royal Excahnge,0
1315,Manchester Sheffield and Lincolnshire Railway Company,0
1316,Manchester Steam Users Association,0
1317,Manchester Theatre Royal Company Limited,0
1318,Manchester Water Meter Company Limited,0
1319,Manor Park Cemetery Company Limited,0
1320,Marbella Iron Ore Company Limited,0
1321,Marcus Moxham & Co.,0
1322,Marganani Forest and Mining Company,0
1323,"Margate Pier and Harbour Company ",0
1324,Marine Insurance Company,0
1325,Marine Parade Brighton,0
1326,Maritime and General Improvements Company Limited,0
1327,Maritime Insurance Company Limited,0
1328,"Mark Whitwell & Son Ship and Insurance brokers ",0
1329,Market Harborough,0
1330,"Market Rasen Water Company ",0
1331,Marlborough and Andover Railway Company,0
1332,Marlborough Railway Company,0
1333,Martin Hall and Company Limited,0
1334,Maryport and Carlisle Railway Company,0
1335,Maryport Mutual Marine Insurance Association,0
1336,Mason & Greenfield,0
1337,Masonic and General Life Assurance Company Limited,0
1338,Masonic Hall and Club Company Limited,0
1339,Matheson & Co.,0
1340,"Matthews and Mackensize ",0
1341,Mauritius Gas Company Limited,0
1342,Mauritius Land Credit and Agency Company Limited,0
1343,Maynard Brothers & Co.,0
1344,McBirney and Company Limited,0
1345,McConnell and Company Limited,0
1346,McDowell Steven & Co.,0
1347,McGregor Gow & Co.,0
1348,"McGrigor, Donald & Co.",0
1349,McSwiney and Company Limited,0
1350,MeBirney and Company Limited,0
1351,Medical and General Life Assurance Society,0
1352,Mediterranean Extension Telegraph Company Limited,0
1353,Mediterranean Hotel Company Limited,0
1354,Mellan & Coward,0
1355,Mellanear Copper Mine Company Limited,0
1356,Mercantile Bank of Peru Limited,0
1357,Mercantile Bank of The River Plate Limited,0
1358,Mercantile Marine and Fire Company of South Australia,0
1359,Mercantile Steamship Company Limited,0
1360,Merchant Banking Company of London Limited,0
1361,Merchants Shipping Company Limited,0
1362,Merchants Marine Insurance and Company Limited,0
1363,Mersey Steel and Iron Company Limited,0
1364,Meseiney and Company Limited,0
1365,Methodist Newspaper Association Limited,0
1366,Metropolitan and St. John's Wood Railway Company,0
1367,Metropolitan Association for Improving the Dwellings of the Industrious Classes,0
1368,Metropolitan District Railway Company,0
1369,Metropolitan Land and House Company Limited,0
1370,Metropolitan Life Assurance Society,0
1371,Metropolitan Railway Carriage and Wagon Company,0
1372,Metropolitan Railway Company,0
1373,Metropolitan Railway of Constantinople to the Galata Pera,0
1374,"Metropolitian and St. John's Wood Railway Company ",0
1375,Mexican and Railway Company Limited,0
1376,"Mexican and Spanish Bondholders ",0
1377,Meynell & Pemberton,0
1378,Mid Devon Copper Mining Company Limited,0
1379,Mid Hants Railway Company,0
1380,Mid Kent Railway Company,0
1381,Mid Wales Railway Company,0
1382,Middlesbrough Railway Company,0
1383,Midland and Blaina Ironworks Company Limited,0
1384,Midland and Eastern Railway Company,0
1385,Midland Banking Company Limited,0
1386,Midland Chatham and Dover Railway Company,0
1387,Midland Counties Insurance Company,0
1388,Midland Great Western Railway Company,0
1389,Midland Great Western Railway of Ireland Company,0
1390,Midland Land and Investment Corporation Limited,0
1391,Midland Railway Carriage and Wagon Company,0
1392,Midland Railway Company,0
1393,Midland Railway Company of Canada,0
1394,Midland Steam Boiler Inspection and Assurance Company,0
1395,Miers & Co.,0
1396,Milburn and Company Limited,0
1397,Milford Docks Company,0
1398,Milford Railway Company,0
1399,Mill Hill Spinning Company Limited,0
1400,Millers and General Fire Insurance Company Limited,0
1401,Millwall Dock Company,0
1402,Milners Safe Company Limited,0
1403,Minera Mining Company Limited,0
1404,Mineral Corporation Great Britain Limited,0
1405,Mining Company of Ireland Limited,0
1406,Mirfield Gas Company,0
1407,Mississippi and Domain Company Limited,0
1408,Missouri Lead Mining and Smelting Company Limited,0
1409,"Mitchell, Thomson & Co.",0
1410,Mode Wheel Mill Company Limited,0
1411,Moffat Hydropathic Company Limited,0
1412,Money Wigram & Sons,0
1413,Monkland Iron and Coal Company Limited,0
1414,Monmouthshire Railway and Canal Company,0
1415,Monmouthshire Wagon Company,0
1416,Montevideo and Brazilian Telegraph Company Limited,0
1417,Montevideo Gas Company Limited,0
1418,Montrose And Bervie Railway Company,0
1419,Montserrat Company Limited,0
1420,Morayshire Railway Company,0
1421,Morgan & Davey,0
1422,Mortgage and Agency Company of Ceylon Limited,0
1423,Morton & Rose Co.,0
1424,Moyar Coffee Company Limited,0
1425,Mr. Oldroyd and Sons Limited,0
1426,Mudie's Select Library Ltd,0
1427,Mulford Docks Company,0
1428,Mungledye Tea Company Limited,0
1429,Munster Bank Limited,0
1430,Muntz Metal Company Limited,0
1431,Muswell Hill Estate Company Limited,0
1432,Mutual Fire Insurance Corporation,0
1433,Mutual Life Assurance Society,0
1434,Mutual Life Tontine Association Limited,0
1435,Mwyndy Iron Ore Company Limited,0
1436,Mysore Coffee Company Limited,0
1437,Nantyglo and Blaina Ironworks Company Limited,0
1438,Natal Land and Colonisation Company Limited,0
1439,Natal Plantation Company Limited,0
1440,National Arms and Ammunition Company Limited,0
1441,National Assurance Company of Ireland,0
1442,National Bank,0
1443,National Bank of Australia,0
1444,National Bank of Chanel Dock Company,0
1445,National Bank of India Limited,0
1446,National Bank of Liverpool Limited,0
1447,National Bank of New Zealand Limited,0
1448,National Bank of Scotland,0
1449,Scottish Equitable Life Assurance Society,0
1450,National Bank of Wales Limited,0
1451,National Boiler Insurance Company Limited,0
1452,National Coal Company Limted,0
1453,National Credit Company Limited,0
1454,National Discount Company Limited,0
1455,National Discount Company of Ireland Limited,0
1456,National Dwellings Society Limited,0
1457,National Fire Insurance Corporation Limited,0
1458,National Freehold Land Society,0
1459,National Guarantee and Suretyship Association Limited,0
1460,National Life Assurance Society,0
1461,National Mercantile Bank Limited,0
1462,National Mortgage and Agency Company of New Zealand Limited,0
1463,National Property Investment Company Limited,0
1464,National Provident Institution,0
1465,National Provincial Bank of England,0
1466,National Reversionary Investment Company,0
1467,National Safe Deposit Company Limited,0
1468,"National Steam Ship Company Limted ",0
1469,Native Guano Company Limited,0
1470,Navan and Company Limited,0
1471,Navan and Kingscourt Railway Company,0
1472,Neath and Brecon Railway Company,0
1473,Neath Canal Company,0
1474,Neath Water Company,0
1475,Nerbudda Coal and Iron Company Limited,0
1476,Neston Colliery Limited,0
1477,Netherlands Land Enclosure Company,0
1478,Neuchatel Asphalte Company Limited,0
1479,New Gellivers Company Limited,0
